Date,eth_Open,eth_High,eth_Low,eth_Close,eth_Volume,eth_Market Cap,btc_Open,btc_High,btc_Low,btc_Close,btc_Volume,btc_Market Cap,xrp_Open,xrp_High,xrp_Low,xrp_Close,xrp_Volume,xrp_Market Cap,xmr_Open,xmr_High,xmr_Low,xmr_Close,xmr_Volume,xmr_Market Cap,ltc_Open,ltc_High,ltc_Low,ltc_Close,ltc_Volume,ltc_Market Cap
2017-07-03,288.41,291.1,281.18,282.9,"851,408,000","26,815,900,000",2498.56,2595.0,2480.47,2564.06,"964,112,000","41,037,200,000",8.06,8.48,7.52,8.22,"28,820,400","402,786,000",42.51,44.14,41.82,43.63,"13,141,000","625,802,000",41.48,48.4,40.97,46.43,"729,938,000","2,149,160,000"
2017-07-02,275.12,295.51,262.52,287.99,"1,123,330,000","25,572,800,000",2436.4,2514.28,2394.84,2506.47,"803,747,000","40,010,500,000",7.96,8.51,6.75,8.1,"47,478,700","397,988,000",40.94,43.0,40.22,42.79,"12,774,300","602,361,000",38.95,43.27,37.8,41.57,"315,630,000","2,017,570,000"
2017-07-01,293.35,293.75,268.62,274.6,"1,089,200,000","27,259,400,000",2492.6,2515.27,2419.23,2434.55,"779,914,000","40,928,200,000",8.77,9.24,7.74,7.95,"33,128,400","438,293,000",43.71,43.98,39.8,40.96,"10,673,500","642,898,000",40.4,40.58,38.47,38.99,"225,507,000","2,092,370,000"
2017-06-30,303.15,315.17,288.44,294.92,"1,011,800,000","28,161,900,000",2539.24,2559.25,2478.43,2480.84,"860,273,000","41,689,100,000",9.72,10.0,8.6,8.73,"43,355,500","485,988,000",45.09,45.87,43.48,43.73,"11,338,900","663,056,000",41.04,41.75,40.17,40.35,"251,184,000","2,124,870,000"
2017-06-29,328.37,330.71,297.37,302.88,"1,508,580,000","30,495,300,000",2567.56,2588.83,2510.48,2539.32,"949,979,000","42,150,300,000",8.34,10.07,7.91,9.77,"77,050,000","416,970,000",47.04,47.91,44.67,45.02,"11,470,500","691,512,000",42.83,42.83,40.35,41.07,"300,131,000","2,216,710,000"
2017-06-28,293.04,333.1,276.41,327.93,"2,056,550,000","27,207,000,000",2553.03,2603.98,2484.42,2574.79,"1,183,870,000","41,906,700,000",6.96,8.69,6.49,8.38,"72,982,300","347,826,000",43.8,47.41,42.29,47.32,"10,812,600","643,627,000",40.82,43.61,39.18,42.85,"353,444,000","2,111,870,000"
2017-06-27,272.69,293.09,227.14,293.09,"1,973,870,000","25,309,700,000",2478.45,2552.45,2332.99,2552.45,"1,489,790,000","40,677,900,000",5.35,7.26,5.09,6.83,"71,029,700","267,538,000",43.49,44.05,38.51,43.57,"12,171,600","638,919,000",41.13,41.39,36.2,40.54,"565,265,000","2,127,600,000"
2017-06-26,302.95,311.46,238.65,272.69,"2,081,810,000","28,111,200,000",2590.57,2615.25,2376.29,2478.45,"1,663,280,000","42,514,000,000",5.95,6.22,4.42,5.53,"27,615,900","297,587,000",45.9,48.2,39.39,43.49,"17,033,600","674,032,000",44.04,44.35,37.55,41.13,"538,072,000","2,277,350,000"
2017-06-25,323.47,332.79,284.65,303.25,"1,186,880,000","30,005,900,000",2607.25,2682.26,2552.12,2589.41,"1,161,100,000","42,783,800,000",6.29,6.46,5.66,5.95,"24,890,900","314,543,000",47.84,48.73,45.28,45.89,"9,156,060","702,334,000",44.49,46.22,43.05,43.92,"354,372,000","2,300,180,000"
2017-06-24,341.63,343.62,322.09,323.7,"673,585,000","31,681,300,000",2738.52,2757.94,2583.19,2608.72,"982,750,000","44,932,900,000",6.87,7.11,6.25,6.3,"33,359,500","343,738,000",51.43,51.81,47.3,48.03,"7,786,220","754,764,000",47.25,47.44,44.01,44.49,"321,214,000","2,442,000,000"
2017-06-23,336.49,348.01,334.99,341.74,"593,207,000","31,195,900,000",2707.34,2765.17,2706.37,2744.91,"961,319,000","44,415,900,000",6.92,7.43,5.78,6.84,"67,033,300","346,025,000",47.45,52.51,46.75,51.41,"11,033,000","696,116,000",47.75,48.42,47.27,47.34,"284,270,000","2,467,280,000"
2017-06-22,337.73,342.03,330.62,336.37,"925,767,000","31,302,600,000",2691.03,2723.74,2642.36,2705.41,"1,097,940,000","44,143,700,000",10.16,10.51,6.9,6.94,"115,249,000","507,921,000",46.8,47.8,46.64,47.28,"7,443,100","686,351,000",47.72,48.85,45.87,47.71,"445,323,000","2,465,100,000"
2017-06-21,359.54,361.34,319.48,336.87,"1,420,130,000","33,310,500,000",2709.43,2772.01,2660.4,2689.1,"1,626,580,000","44,440,800,000",8.04,10.21,7.81,10.15,"88,374,400","401,956,000",48.17,48.91,45.54,46.59,"12,133,900","706,159,000",47.3,49.73,44.22,47.79,"640,054,000","2,442,610,000"
2017-06-20,370.33,377.97,350.94,359.0,"1,020,390,000","34,304,000,000",2591.26,2763.45,2589.82,2721.79,"1,854,190,000","42,498,000,000",11.79,11.79,7.87,8.0,"126,661,000","589,390,000",49.03,50.91,47.6,48.08,"15,178,600","718,495,000",50.41,51.47,45.75,47.22,"612,935,000","2,602,590,000"
2017-06-19,371.86,377.12,369.76,370.06,"685,172,000","34,435,700,000",2549.03,2662.85,2549.03,2589.6,"1,446,840,000","41,800,600,000",5.46,11.81,5.46,11.72,"281,341,000","273,011,000",49.62,50.67,48.52,49.09,"12,502,400","726,891,000",46.16,53.55,44.99,50.32,"1,342,360,000","2,382,490,000"
2017-06-18,379.52,390.58,368.84,371.46,"904,703,000","35,133,800,000",2655.35,2662.1,2516.33,2548.29,"1,178,660,000","43,539,300,000",3.79,5.26,3.47,5.26,"61,381,000","189,717,000",50.49,51.7,48.98,49.6,"10,122,000","739,370,000",47.44,47.44,42.43,46.04,"1,016,220,000","2,447,790,000"
2017-06-17,369.88,379.41,364.0,379.41,"904,653,000","34,231,300,000",2514.01,2685.19,2484.96,2655.88,"1,534,510,000","41,217,200,000",2.8,4.18,2.7,3.76,"82,601,000","139,894,000",48.19,51.2,48.09,50.46,"15,646,500","705,427,000",36.18,49.3,36.18,47.65,"1,730,780,000","1,866,370,000"
2017-06-16,361.18,373.06,341.42,370.23,"1,096,280,000","33,415,800,000",2469.57,2539.92,2385.15,2518.56,"1,195,190,000","40,484,100,000",1.8,2.81,1.72,2.77,"45,782,200","90,202,000",45.97,48.24,44.17,48.11,"8,711,820","672,698,000",30.28,35.7,29.55,35.7,"515,973,000","1,561,380,000"
2017-06-15,358.51,364.44,300.7,361.93,"2,463,450,000","33,158,200,000",2499.58,2534.71,2212.96,2464.58,"2,026,260,000","40,971,300,000",1.74,1.84,1.54,1.78,"9,550,940","86,947,000",46.24,47.02,38.75,46.02,"14,252,000","676,380,000",30.22,30.37,27.31,30.22,"314,502,000","1,557,670,000"
2017-06-14,397.59,399.32,342.21,359.05,"1,272,580,000","36,761,600,000",2716.88,2786.83,2412.94,2506.37,"1,696,560,000","44,528,300,000",1.81,1.94,1.68,1.74,"10,497,200","90,657,000",51.98,53.56,44.37,46.3,"12,407,600","760,132,000",30.74,32.06,29.32,30.22,"278,323,000","1,584,220,000"
2017-06-13,395.69,411.18,370.06,397.54,"1,717,380,000","36,574,500,000",2680.91,2789.04,2650.38,2717.02,"1,781,200,000","43,934,100,000",1.5,1.86,1.5,1.81,"10,456,500","75,221,500",49.8,52.87,49.73,51.8,"13,362,700","727,975,000",29.49,30.64,29.33,30.64,"150,455,000","1,519,410,000"
2017-06-12,341.16,414.76,341.16,401.49,"2,882,650,000","31,525,300,000",2953.22,2997.26,2518.56,2659.63,"2,569,530,000","48,391,200,000",1.67,1.69,1.4,1.51,"7,492,490","83,716,000",59.09,59.8,45.78,50.04,"25,425,000","863,418,000",33.23,33.23,27.8,29.5,"372,663,000","1,711,460,000"
2017-06-11,338.79,353.01,318.17,340.61,"1,373,220,000","31,296,800,000",2942.41,2996.6,2840.53,2958.11,"1,752,400,000","48,208,700,000",1.69,1.73,1.52,1.67,"6,479,410","84,426,000",52.37,58.7,51.95,58.7,"15,485,200","764,939,000",30.5,33.56,30.16,33.22,"406,218,000","1,570,430,000"
2017-06-10,282.01,350.26,282.01,337.67,"1,611,630,000","26,043,700,000",2828.14,2950.99,2746.55,2947.71,"2,018,890,000","46,331,400,000",1.54,2.07,1.53,1.68,"17,295,300","77,129,000",55.59,56.25,51.92,52.28,"14,465,400","811,671,000",29.68,30.59,29.66,30.44,"202,679,000","1,528,070,000"
2017-06-09,261.75,282.76,261.75,281.74,"557,986,000","24,165,000,000",2807.44,2901.71,2795.62,2823.81,"1,348,950,000","45,987,100,000",1.36,1.59,1.33,1.55,"9,728,020","67,874,000",56.13,57.23,55.29,55.62,"11,941,600","819,313,000",30.19,30.59,29.62,29.68,"176,841,000","1,553,630,000"
2017-06-08,257.99,262.25,253.97,261.67,"385,494,000","23,810,900,000",2720.49,2815.3,2670.95,2805.62,"1,281,170,000","44,557,100,000",1.27,1.36,1.19,1.36,"7,118,290","63,677,000",52.91,56.46,51.45,56.19,"14,708,500","771,963,000",28.38,30.34,27.88,30.21,"229,005,000","1,460,360,000"
2017-06-07,264.26,264.67,254.04,258.07,"461,649,000","24,382,200,000",2869.38,2869.38,2700.56,2732.16,"1,517,710,000","46,989,800,000",1.34,1.36,1.27,1.28,"2,994,510","66,929,500",55.29,62.38,52.06,52.54,"50,623,800","806,489,000",30.57,30.68,28.37,28.39,"264,597,000","1,572,550,000"
2017-06-06,248.6,267.51,246.84,264.47,"741,553,000","22,930,400,000",2690.84,2999.91,2690.84,2863.2,"2,089,610,000","44,061,000,000",1.28,1.37,1.2,1.34,"5,234,170","63,757,000",48.37,55.57,47.12,55.57,"34,918,400","705,243,000",30.84,31.33,29.26,30.55,"321,099,000","1,586,150,000"
2017-06-05,245.26,249.47,243.05,248.46,"435,660,000","22,615,800,000",2512.4,2686.81,2510.22,2686.81,"1,369,310,000","41,133,900,000",1.27,1.35,1.25,1.28,"3,876,920","63,267,500",42.88,48.5,42.88,48.26,"16,780,900","625,055,000",28.09,30.99,28.09,30.84,"366,901,000","1,444,260,000"
2017-06-04,224.12,250.41,223.98,245.33,"753,820,000","20,659,800,000",2547.79,2585.89,2452.54,2511.81,"1,355,120,000","41,708,200,000",1.25,1.32,1.22,1.26,"2,572,220","62,425,500",42.34,43.42,41.7,42.9,"9,805,040","616,914,000",27.65,27.94,26.95,27.94,"204,435,000","1,421,270,000"
2017-06-03,223.46,225.97,219.42,224.38,"427,896,000","20,593,500,000",2493.72,2581.91,2423.57,2515.35,"1,514,950,000","40,817,100,000",1.36,1.36,1.15,1.26,"4,049,740","68,122,000",43.99,44.42,42.16,42.37,"9,819,610","640,642,000",29.04,29.17,26.63,27.66,"290,556,000","1,492,070,000"
2017-06-02,222.29,229.41,219.58,223.78,"469,532,000","20,479,000,000",2404.03,2488.55,2373.32,2488.55,"1,317,030,000","39,344,600,000",1.25,1.4,1.18,1.35,"7,157,890","62,290,500",43.74,44.65,43.0,44.0,"9,539,580","636,754,000",28.9,29.89,27.74,28.94,"332,251,000","1,484,470,000"
2017-06-01,230.89,236.22,214.48,222.24,"812,924,000","21,264,800,000",2288.33,2448.39,2288.33,2407.88,"1,653,180,000","37,446,200,000",1.03,1.3,1.01,1.24,"8,061,920","51,383,000",41.84,45.52,41.84,43.7,"12,849,800","608,922,000",25.34,29.62,25.3,28.8,"420,473,000","1,301,540,000"
2017-05-31,231.58,236.97,215.57,230.67,"1,271,600,000","21,321,900,000",2187.19,2311.08,2145.57,2286.41,"1,544,830,000","35,786,700,000",1.02,1.08,0.966531,1.03,"3,001,020","51,167,000",39.83,43.11,39.23,41.83,"15,027,900","579,429,000",24.29,25.57,23.18,25.3,"298,675,000","1,247,240,000"
2017-05-30,195.61,233.71,189.29,231.91,"1,586,670,000","18,004,700,000",2255.36,2301.96,2124.57,2175.47,"1,443,970,000","36,897,000,000",0.975403,1.13,0.970573,1.02,"5,393,720","48,770,200",41.29,45.65,39.66,39.79,"23,048,100","600,461,000",25.32,26.13,24.03,24.14,"216,944,000","1,299,460,000"
2017-05-29,170.13,197.13,164.53,194.91,"718,828,000","15,654,600,000",2159.43,2307.05,2107.17,2255.61,"994,625,000","35,323,500,000",0.921727,0.974728,0.873447,0.966765,"2,171,000","46,086,400",36.76,43.81,36.06,41.21,"31,360,800","534,431,000",24.32,25.69,23.28,25.21,"219,796,000","1,248,110,000"
2017-05-28,158.82,179.94,157.6,170.51,"717,971,000","14,608,600,000",2054.08,2267.34,2054.08,2155.8,"1,147,140,000","33,595,900,000",0.989557,1.07,0.814832,0.930106,"5,133,830","49,477,900",33.43,39.39,33.43,36.84,"19,020,300","485,858,000",24.01,26.07,22.11,24.22,"377,039,000","1,231,490,000"
2017-05-27,159.82,166.95,120.44,157.76,"1,217,060,000","14,696,000,000",2196.27,2260.2,1855.83,2038.87,"1,700,480,000","35,917,100,000",0.806824,1.03,0.598245,0.982348,"7,025,920","40,341,200",38.71,40.79,28.69,33.41,"20,990,300","562,314,000",23.4,25.43,20.1,23.74,"505,424,000","1,200,170,000"
2017-05-26,175.22,193.69,150.28,160.4,"792,458,000","16,107,000,000",2320.89,2573.79,2071.99,2202.42,"1,763,480,000","37,950,600,000",1.11,1.22,0.69411,0.826549,"6,847,940","55,293,000",39.81,44.61,34.84,38.71,"24,735,300","578,017,000",30.33,31.32,22.56,23.75,"484,254,000","1,554,680,000"
2017-05-25,189.85,210.98,170.51,174.45,"943,637,000","17,446,600,000",2446.24,2763.71,2285.3,2304.98,"2,406,700,000","39,995,400,000",1.74,1.74,1.01,1.11,"12,458,000","87,149,500",45.52,50.9,39.5,40.12,"52,485,500","660,745,000",34.47,36.21,28.87,29.9,"687,651,000","1,766,650,000"
2017-05-24,182.65,228.37,182.45,190.05,"561,014,000","16,779,700,000",2321.37,2523.72,2321.37,2443.64,"1,725,380,000","37,949,200,000",0.878954,1.9,0.863444,1.76,"22,900,400","43,947,700",56.31,58.64,44.04,45.38,"95,915,700","817,013,000",32.12,35.16,31.71,34.45,"196,292,000","1,645,910,000"
2017-05-23,170.82,183.55,169.93,181.95,"530,709,000","15,688,000,000",2191.56,2320.82,2178.5,2320.42,"1,378,750,000","35,822,600,000",0.721726,0.901805,0.695115,0.877157,"3,858,760","36,086,300",36.31,56.84,36.3,55.62,"68,629,500","526,642,000",25.3,32.11,24.93,32.11,"216,875,000","1,296,170,000"
2017-05-22,158.17,201.75,152.47,174.26,"1,188,910,000","14,522,100,000",2043.19,2303.9,2017.87,2173.4,"1,942,220,000","33,393,600,000",0.682007,0.742591,0.669175,0.720486,"2,331,300","34,100,400",34.8,41.18,33.27,36.17,"28,469,700","504,584,000",26.14,27.5,23.27,25.38,"164,829,000","1,338,680,000"
2017-05-21,127.54,159.03,125.89,157.94,"570,361,000","11,705,700,000",2067.03,2119.08,2037.5,2041.2,"1,147,860,000","33,779,400,000",0.665434,0.744667,0.618864,0.664141,"2,621,930","33,271,700",35.04,36.46,33.35,34.64,"10,952,100","507,841,000",27.48,28.74,25.73,26.3,"104,882,000","1,406,610,000"
2017-05-20,129.22,133.64,124.7,126.52,"331,455,000","11,856,600,000",1984.24,2084.73,1974.92,2084.73,"961,336,000","32,422,400,000",0.638148,0.671513,0.612225,0.665485,"1,476,170","31,907,400",31.82,36.78,31.27,35.1,"23,733,000","460,963,000",27.68,28.16,27.2,27.51,"59,065,000","1,416,690,000"
2017-05-19,97.05,133.56,97.05,129.53,"626,945,000","8,902,240,000",1897.37,2004.52,1890.25,1987.71,"1,157,290,000","30,999,000,000",0.539752,0.682251,0.539752,0.63186,"1,884,600","26,987,600",30.31,31.87,30.28,31.87,"10,692,300","439,025,000",28.29,28.41,26.78,27.7,"96,923,800","1,447,310,000"
2017-05-18,89.84,97.37,89.84,96.91,"196,237,000","8,238,110,000",1818.7,1904.48,1807.12,1888.65,"894,321,000","29,710,500,000",0.533423,0.552265,0.514519,0.539481,"1,201,540","26,671,200",26.98,31.11,26.98,30.33,"15,586,800","390,685,000",25.17,29.01,25.12,28.36,"115,830,000","1,287,210,000"
2017-05-17,89.25,91.27,84.43,89.86,"183,031,000","8,181,520,000",1726.73,1864.05,1661.91,1839.09,"1,064,730,000","28,204,800,000",0.464285,0.531643,0.454101,0.531643,"1,328,670","23,214,200",26.37,27.97,25.28,26.93,"10,576,800","381,592,000",23.24,25.95,20.8,25.4,"141,118,000","1,188,550,000"
2017-05-16,92.39,93.56,89.12,89.44,"152,285,000","8,466,470,000",1741.7,1785.94,1686.54,1734.45,"959,045,000","28,446,300,000",0.474567,0.474567,0.452551,0.463667,"637,204","23,728,400",27.73,27.73,25.96,26.26,"9,801,320","401,220,000",25.34,25.34,22.81,23.33,"136,875,000","1,295,310,000"
2017-05-15,90.78,95.43,86.83,92.41,"170,999,000","8,316,930,000",1808.44,1812.8,1708.54,1738.43,"731,529,000","29,532,600,000",0.477364,0.4933,0.45415,0.470057,"897,219","23,868,200",28.51,28.54,27.32,27.79,"8,160,330","412,305,000",28.89,28.93,25.19,25.37,"97,147,900","1,476,700,000"
2017-05-14,90.87,91.25,89.61,90.79,"66,046,600","8,322,380,000",1800.86,1831.42,1776.62,1808.91,"437,196,000","29,405,100,000",0.483372,0.490861,0.473253,0.477543,"501,693","24,168,600",28.51,29.16,27.79,28.53,"7,419,170","412,198,000",29.09,30.45,27.79,28.89,"67,853,200","1,486,220,000"
2017-05-13,88.69,93.81,86.66,90.84,"88,742,200","8,120,390,000",1723.12,1812.99,1651.08,1804.91,"579,635,000","28,132,300,000",0.487873,0.491284,0.451528,0.484544,"616,908","24,393,600",28.59,28.73,27.22,28.47,"7,213,280","413,130,000",27.22,28.91,25.52,28.91,"83,564,400","1,390,150,000"
2017-05-12,89.43,93.12,88.66,88.66,"145,825,000","8,184,930,000",1845.76,1856.15,1694.01,1724.24,"740,984,000","30,131,100,000",0.480874,0.508175,0.469682,0.487684,"548,028","24,043,700",29.61,30.29,28.3,28.68,"8,023,910","427,789,000",30.93,31.68,27.37,27.45,"110,569,000","1,579,240,000"
2017-05-11,89.77,102.55,88.48,89.88,"132,722,000","8,213,570,000",1780.37,1873.93,1755.35,1848.57,"799,490,000","29,060,600,000",0.504314,0.520573,0.431391,0.481077,"953,152","25,215,700",29.94,30.03,28.73,29.51,"9,288,200","432,298,000",32.66,32.91,28.03,30.72,"206,137,000","1,666,830,000"
2017-05-10,91.15,92.85,85.29,89.52,"145,602,000","8,337,180,000",1756.52,1788.44,1719.1,1787.13,"915,723,000","28,668,100,000",0.44926,0.541055,0.44926,0.503894,"843,243","22,463,000",28.49,30.67,28.11,29.84,"12,732,500","411,189,000",33.3,37.33,31.22,31.96,"410,466,000","1,699,070,000"
2017-05-09,91.23,93.06,80.39,91.16,"363,434,000","8,341,490,000",1723.89,1833.49,1716.3,1755.36,"1,167,920,000","28,132,200,000",0.496131,0.501255,0.407576,0.44937,"1,076,450","24,806,600",30.48,31.61,26.61,28.66,"21,083,700","439,752,000",28.96,33.76,24.49,33.58,"251,517,000","1,477,510,000"
2017-05-08,93.75,95.14,89.51,91.42,"231,344,000","8,569,060,000",1596.92,1723.35,1596.92,1723.35,"1,340,320,000","26,056,500,000",0.5303,0.542761,0.486931,0.496572,"1,025,750","26,515,000",33.45,33.81,28.58,30.47,"25,549,000","482,431,000",30.37,30.74,27.33,28.96,"132,650,000","1,548,860,000"
2017-05-07,97.87,98.24,89.87,94.01,"183,295,000","8,942,950,000",1579.47,1596.72,1559.76,1596.71,"1,080,030,000","25,768,500,000",0.585263,0.591143,0.516306,0.535792,"1,249,060","29,263,200",28.97,34.56,28.77,32.78,"31,328,600","417,648,000",28.2,31.37,28.2,30.29,"187,718,000","1,437,700,000"
2017-05-06,94.91,97.88,90.95,97.81,"151,462,000","8,669,910,000",1556.81,1578.8,1542.5,1578.8,"582,530,000","25,395,600,000",0.572854,0.59035,0.537649,0.58767,"1,341,720","28,642,700",28.5,29.94,27.94,28.98,"14,355,000","410,681,000",26.47,28.59,25.49,28.16,"108,083,000","1,348,870,000"
2017-05-05,96.73,103.23,92.22,94.4,"331,928,000","8,833,520,000",1540.87,1618.03,1530.31,1555.45,"946,036,000","25,133,100,000",0.493833,0.576426,0.470129,0.576426,"2,660,100","24,691,600",26.11,30.83,25.93,28.45,"24,376,200","376,183,000",23.47,27.85,23.42,26.27,"218,949,000","1,195,810,000"
2017-05-04,79.72,97.56,79.43,96.98,"366,847,000","7,277,480,000",1490.72,1608.91,1490.72,1537.67,"933,549,000","24,311,900,000",0.345096,0.500403,0.334537,0.500309,"2,317,450","17,254,800",25.19,26.52,24.87,25.99,"13,585,800","362,797,000",21.04,25.69,20.86,23.39,"242,912,000","1,071,840,000"
2017-05-03,77.25,80.1,75.76,79.72,"141,922,000","7,050,050,000",1453.78,1492.77,1447.49,1490.09,"583,796,000","23,707,100,000",0.314746,0.348589,0.309078,0.343782,"758,237","15,737,300",23.05,25.44,22.72,25.2,"12,602,800","331,818,000",15.88,21.8,15.67,21.04,"253,441,000","808,247,000"
2017-05-02,76.65,79.35,74.38,77.26,"193,773,000","6,992,980,000",1421.03,1473.9,1415.69,1452.82,"477,338,000","23,170,200,000",0.319147,0.326074,0.280153,0.314833,"588,824","15,957,400",22.77,23.2,22.06,23.04,"7,486,110","327,660,000",15.92,16.23,15.15,15.89,"38,692,100","810,373,000"
2017-05-01,79.32,82.52,73.09,76.3,"376,842,000","7,234,070,000",1348.3,1434.32,1348.3,1421.6,"713,624,000","21,981,800,000",0.361689,0.361689,0.269563,0.318838,"1,142,050","18,084,400",23.72,24.07,22.23,22.77,"14,214,000","341,171,000",15.71,16.37,14.88,15.92,"66,989,400","799,215,000"
2017-04-30,68.54,79.02,68.35,79.02,"229,945,000","6,248,840,000",1321.87,1347.91,1314.92,1347.89,"413,115,000","21,548,400,000",0.271731,0.362409,0.268994,0.360099,"1,631,520","13,586,500",22.74,24.2,22.72,23.72,"10,910,000","326,962,000",15.7,16.07,15.47,15.71,"43,929,100","798,743,000"
2017-04-29,71.39,71.9,66.78,68.38,"165,448,000","6,506,490,000",1317.84,1327.2,1315.21,1321.79,"422,706,000","21,479,800,000",0.229612,0.29057,0.221128,0.271729,"960,013","11,480,600",22.37,23.26,22.12,22.76,"10,461,300","321,539,000",14.4,15.77,14.36,15.74,"45,713,600","732,129,000"
2017-04-28,62.23,70.85,62.13,70.16,"346,546,000","5,669,550,000",1317.74,1331.28,1292.37,1316.48,"527,489,000","21,476,000,000",0.202194,0.229271,0.20142,0.229255,"473,689","10,109,700",21.2,22.53,21.12,22.35,"10,457,300","304,527,000",14.59,14.78,14.06,14.34,"41,067,800","741,933,000"
2017-04-27,52.81,62.17,52.29,62.17,"246,775,000","4,809,630,000",1281.88,1319.7,1281.3,1317.73,"449,197,000","20,889,200,000",0.184394,0.20851,0.181833,0.202092,"327,972","9,219,700",19.43,21.83,19.27,21.21,"12,843,800","279,099,000",14.84,15.0,13.47,14.62,"76,208,000","754,472,000"
2017-04-26,49.91,53.44,49.91,52.72,"104,884,000","4,544,370,000",1265.99,1294.83,1265.93,1281.08,"329,631,000","20,627,900,000",0.183475,0.188085,0.179909,0.184577,"185,400","9,173,750",19.67,19.93,19.24,19.37,"6,027,790","282,326,000",15.21,15.79,14.56,14.85,"71,308,800","772,651,000"
2017-04-25,50.07,50.3,49.81,49.89,"38,264,600","4,557,870,000",1250.45,1267.58,1249.97,1265.49,"242,556,000","20,372,300,000",0.173606,0.184094,0.166802,0.183504,"241,805","8,680,300",19.6,20.1,19.36,19.65,"5,148,290","281,316,000",14.98,15.43,14.24,15.21,"56,668,300","760,872,000"
2017-04-24,48.87,50.18,48.87,50.03,"55,580,600","4,446,470,000",1209.63,1250.94,1209.63,1250.15,"235,806,000","19,705,400,000",0.177077,0.177153,0.163354,0.173758,"262,706","8,853,850",19.73,20.11,19.51,19.56,"4,584,190","283,007,000",13.96,14.97,13.33,14.97,"60,177,200","709,098,000"
2017-04-23,48.59,48.89,48.17,48.49,"36,234,000","4,420,040,000",1231.92,1232.2,1203.94,1207.21,"258,951,000","20,066,200,000",0.180684,0.185985,0.169937,0.17496,"175,678","9,034,200",20.12,20.17,19.68,19.72,"4,155,640","288,495,000",13.07,14.41,12.95,13.94,"198,452,000","663,271,000"
2017-04-22,48.18,48.74,48.17,48.55,"37,357,600","4,381,290,000",1222.71,1235.56,1208.47,1231.71,"249,320,000","19,913,900,000",0.178943,0.188524,0.173304,0.183058,"288,119","8,947,150",20.27,20.52,19.97,20.12,"5,266,460","290,548,000",11.18,13.07,11.11,13.06,"158,914,000","567,234,000"
2017-04-21,49.64,49.66,48.14,48.22,"45,048,300","4,512,610,000",1229.42,1235.94,1215.56,1222.05,"272,167,000","20,020,700,000",0.184685,0.185694,0.174442,0.178122,"263,127","9,234,250",19.98,20.34,19.75,20.29,"6,704,090","286,297,000",10.29,11.54,10.16,11.23,"99,012,200","522,165,000"
2017-04-20,48.13,49.99,48.13,49.67,"79,600,900","4,373,800,000",1211.08,1240.79,1208.41,1229.08,"315,108,000","19,719,900,000",0.189534,0.191015,0.178645,0.184725,"222,525","9,476,700",20.4,20.9,20.24,20.24,"6,216,400","292,149,000",9.63,10.66,9.59,10.33,"55,828,300","488,681,000"
2017-04-19,50.73,50.95,47.26,48.31,"76,281,000","4,608,260,000",1212.13,1215.51,1205.08,1210.29,"288,061,000","19,734,800,000",0.180622,0.190709,0.178089,0.189408,"297,302","9,031,100",21.07,21.12,20.23,20.39,"5,877,830","301,594,000",10.31,10.35,9.59,9.66,"55,784,900","522,923,000"
2017-04-18,48.32,51.03,48.3,50.71,"78,748,500","4,387,860,000",1193.77,1217.57,1193.77,1211.67,"270,524,000","19,433,800,000",0.19191,0.192224,0.176355,0.180479,"348,694","9,595,500",20.53,21.17,20.45,21.06,"4,459,260","293,752,000",10.42,10.94,9.97,10.32,"83,183,300","528,060,000"
2017-04-17,48.66,48.75,48.05,48.3,"44,013,300","4,417,310,000",1183.25,1194.9,1172.65,1193.91,"253,206,000","19,260,500,000",0.191583,0.192535,0.179468,0.191489,"331,308","9,579,150",20.46,20.99,20.32,20.56,"6,055,450","292,659,000",10.6,11.18,10.39,10.42,"104,055,000","536,824,000"
2017-04-16,49.04,49.14,48.19,48.72,"31,343,800","4,450,140,000",1172.61,1187.22,1172.61,1182.94,"183,231,000","19,085,100,000",0.193672,0.19565,0.188923,0.192076,"167,886","9,683,600",20.71,20.82,20.25,20.46,"4,222,960","296,093,000",10.75,10.9,10.67,10.71,"24,321,400","544,263,000"
2017-04-15,47.65,49.57,47.18,49.1,"66,207,800","4,323,100,000",1167.3,1188.0,1164.96,1172.52,"203,559,000","18,996,500,000",0.192991,0.194574,0.190452,0.192164,"76,566","9,649,550",20.43,21.19,20.25,20.71,"4,483,370","291,985,000",10.34,11.0,10.2,10.79,"47,922,000","523,678,000"
2017-04-14,49.97,50.05,46.76,47.57,"91,674,400","4,531,810,000",1170.33,1190.8,1159.79,1167.54,"254,827,000","19,043,800,000",0.19154,0.19396,0.190495,0.192958,"103,138","9,577,000",21.47,21.8,19.67,20.59,"8,949,460","306,779,000",10.13,10.51,9.68,10.39,"61,137,000","512,838,000"
2017-04-13,46.31,50.91,46.31,50.22,"157,200,000","4,198,420,000",1201.02,1205.89,1156.44,1169.28,"351,969,000","19,541,300,000",0.193966,0.196013,0.190089,0.191686,"147,722","9,698,300",21.69,22.08,21.44,21.48,"5,980,210","309,846,000",10.76,10.77,9.93,10.15,"64,187,400","544,751,000"
2017-04-12,43.46,47.23,43.11,46.29,"88,045,700","3,938,930,000",1204.81,1207.14,1196.76,1200.37,"288,702,000","19,600,800,000",0.198357,0.200199,0.191723,0.195553,"192,252","9,917,850",21.32,22.11,21.25,21.76,"6,401,630","304,441,000",8.83,11.06,8.83,10.79,"159,255,000","446,780,000"
